Acupoint_Code,Relation,Mesh_Term,Mesh_Id,NCT_freq,NCT_Ids
CV12,clinicaltrials,NEOPLASMS,D000009369,9,"NCT06095882, NCT03625531, NCT02457039, NCT03373474, NCT00641303, NCT01408212, NCT06461338, NCT05510700, NCT04144309"
CV12,clinicaltrials,NEOPLASMS BY SITE,D000009371,8,"NCT06095882, NCT02457039, NCT03373474, NCT00641303, NCT01408212, NCT06461338, NCT05510700, NCT04144309"
CV12,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,9,"NCT06302673, NCT00641303, NCT05510700, NCT04305951, NCT03712085, NCT04144309, NCT05863793, NCT05830877, NCT06202833"
CV12,clinicaltrials,NEUROCOGNITIVE DISORDERS,D000019965,4,"NCT02457039, NCT03444896, NCT04305951, NCT06202833"
CV12,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,10,"NCT01913574, NCT05548374, NCT02452489, NCT06375382, NCT02773472, NCT00641303, NCT06352164, NCT04606485, NCT02594397, NCT06202833"
CV12,clinicaltrials,NIDOVIRALES INFECTIONS,D000030341,2,"NCT05749757, NCT04374084"
CV12,clinicaltrials,NUTRITION DISORDERS,D000009748,14,"NCT02936973, NCT05347030, NCT04606680, NCT06316310, NCT05237089, NCT04957134, NCT06359418, NCT04835181, NCT01102075, NCT02066090, NCT04943705, NCT04501198, NCT03815253, NCT06091761"
CV12,clinicaltrials,OBESITY,D000009765,13,"NCT02936973, NCT04606680, NCT06316310, NCT05237089, NCT04957134, NCT06359418, NCT04835181, NCT01102075, NCT02066090, NCT04943705, NCT04501198, NCT03815253, NCT06091761"
CV12,clinicaltrials,"OBESITY, ABDOMINAL",D000056128,4,"NCT04957134, NCT04835181, NCT04501198, NCT03815253"
CV12,clinicaltrials,OVERNUTRITION,D000044343,14,"NCT02936973, NCT05347030, NCT04606680, NCT06316310, NCT05237089, NCT04957134, NCT06359418, NCT04835181, NCT01102075, NCT02066090, NCT04943705, NCT04501198, NCT03815253, NCT06091761"
CV12,clinicaltrials,OVERWEIGHT,D000050177,14,"NCT02936973, NCT05347030, NCT04606680, NCT06316310, NCT05237089, NCT04957134, NCT06359418, NCT04835181, NCT01102075, NCT02066090, NCT04943705, NCT04501198, NCT03815253, NCT06091761"
CV12,clinicaltrials,PAIN,D000010146,6,"NCT01913574, NCT05548374, NCT06375382, NCT02773472, NCT06352164, NCT04606485"
CV12,clinicaltrials,PARALYSIS,D000010243,2,"NCT02452489, NCT02594397"
CV12,clinicaltrials,PATHOLOGIC PROCESSES,D000010335,12,"NCT06302673, NCT03625531, NCT03373474, NCT05702255, NCT04374084, NCT04835181, NCT05998421, NCT04606485, NCT06553053, NCT05283577, NCT06219707, NCT04387383"
CV12,clinicaltrials,PNEUMONIA,D000011014,2,"NCT05749757, NCT04374084"
CV12,clinicaltrials,"PNEUMONIA, VIRAL",D000011024,2,"NCT05749757, NCT04374084"
CV12,clinicaltrials,POSTOPERATIVE COMPLICATIONS,D000011183,3,"NCT06302673, NCT03373474, NCT04606485"
CV12,clinicaltrials,PREDIABETIC STATE,D000011236,2,"NCT05347030, NCT06359418"
CV12,clinicaltrials,RECURRENCE,D000012008,2,"NCT05998421, NCT06553053"
CV12,clinicaltrials,RESPIRATORY TRACT DISEASES,D000012140,4,"NCT05749757, NCT04374084, NCT01408212, NCT06461338"
CV12,clinicaltrials,RESPIRATORY TRACT INFECTIONS,D000012141,2,"NCT05749757, NCT04374084"
CV12,clinicaltrials,RESPIRATORY TRACT NEOPLASMS,D000012142,2,"NCT01408212, NCT06461338"
CV12,clinicaltrials,RNA VIRUS INFECTIONS,D000012327,2,"NCT05749757, NCT04374084"
CV12,clinicaltrials,"SIGNS AND SYMPTOMS, DIGESTIVE",D000012817,17,"NCT06302673, NCT01913574, NCT06375382, NCT02358486, NCT05702255, NCT03061396, NCT01921504, NCT02996604, NCT05612646, NCT05920395, NCT02195908, NCT02195921, NCT06352164, NCT06219707, NCT04548011, NCT02478047, NCT05506397"
CV12,clinicaltrials,SKIN DISEASES,D000012871,5,"NCT02457039, NCT03373474, NCT00641303, NCT05510700, NCT04144309"
CV12,clinicaltrials,"SLEEP DISORDERS, INTRINSIC",D000020919,3,"NCT05510700, NCT04144309, NCT05830877"
CV12,clinicaltrials,SLEEP INITIATION AND MAINTENANCE DISORDERS,D000007319,3,"NCT05510700, NCT04144309, NCT05830877"
CV12,clinicaltrials,SLEEP WAKE DISORDERS,D000012893,4,"NCT00641303, NCT05510700, NCT04144309, NCT05830877"
CV12,clinicaltrials,STOMACH DISEASES,D000013272,3,"NCT02452489, NCT02594397, NCT05353933"
CV12,clinicaltrials,STROKE,D000020521,2,"NCT03712085, NCT06202833"
CV12,clinicaltrials,SYNDROME,D000013577,5,"NCT03625531, NCT05702255, NCT05283577, NCT06219707, NCT04387383"
CV12,clinicaltrials,THORACIC NEOPLASMS,D000013899,2,"NCT01408212, NCT06461338"
CV12,clinicaltrials,UROGENITAL DISEASES,D000091642,4,"NCT06095882, NCT03625531, NCT04931355, NCT05998421"
CV12,clinicaltrials,VASCULAR DISEASES,D000014652,2,"NCT03712085, NCT06202833"
CV12,clinicaltrials,VIRUS DISEASES,D000014777,2,"NCT05749757, NCT04374084"
CV12,clinicaltrials,VOMITING,D000014839,5,"NCT06302673, NCT03061396, NCT02195908, NCT02195921, NCT02478047"
CV13,clinicaltrials,BODY WEIGHT,D000001835,2,"NCT06316310, NCT05237089"
CV13,clinicaltrials,NUTRITION DISORDERS,D000009748,2,"NCT06316310, NCT05237089"
CV13,clinicaltrials,OBESITY,D000009765,2,"NCT06316310, NCT05237089"
CV13,clinicaltrials,OVERNUTRITION,D000044343,2,"NCT06316310, NCT05237089"
CV13,clinicaltrials,OVERWEIGHT,D000050177,2,"NCT06316310, NCT05237089"
CV13,clinicaltrials,"SIGNS AND SYMPTOMS, DIGESTIVE",D000012817,3,"NCT01913574, NCT02387918, NCT02478047"
CV13,clinicaltrials,VOMITING,D000014839,2,"NCT02387918, NCT02478047"
CV14,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,2,"NCT02443220, NCT03341663"
CV14,clinicaltrials,HEART DISEASES,D000006331,2,"NCT02443220, NCT03341663"
CV14,clinicaltrials,MYOCARDIAL ISCHEMIA,D000017202,2,"NCT02443220, NCT03341663"
CV14,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,2,"NCT03341663, NCT04874090"
CV14,clinicaltrials,PAIN,D000010146,2,"NCT03341663, NCT04874090"
CV14,clinicaltrials,VASCULAR DISEASES,D000014652,2,"NCT02443220, NCT03341663"
CV17,clinicaltrials,BEHAVIORAL SYMPTOMS,D000001526,2,"NCT05187975, NCT06107777"
CV17,clinicaltrials,BRAIN DISEASES,D000001927,3,"NCT04816201, NCT05187975, NCT05147077"
CV17,clinicaltrials,BREAST DISEASES,D000001941,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,4,"NCT02443220, NCT04816201, NCT05187975, NCT05147077"
CV17,clinicaltrials,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,3,"NCT04816201, NCT05187975, NCT05147077"
CV17,clinicaltrials,CEREBROVASCULAR DISORDERS,D000002561,3,"NCT04816201, NCT05187975, NCT05147077"
CV17,clinicaltrials,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,LACTATION DISORDERS,D000007775,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,MASTODYNIA,D000059373,2,"NCT05548374, NCT05408377"
CV17,clinicaltrials,MENTAL DISORDERS,D000001523,4,"NCT03444896, NCT06212934, NCT05187975, NCT05147077"
CV17,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,4,"NCT04816201, NCT06212934, NCT05187975, NCT05147077"
CV17,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,3,"NCT05548374, NCT02543580, NCT05408377"
CV17,clinicaltrials,PAIN,D000010146,3,"NCT05548374, NCT02543580, NCT05408377"
CV17,clinicaltrials,PREGNANCY COMPLICATIONS,D000011248,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,PUERPERAL DISORDERS,D000011644,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,SKIN DISEASES,D000012871,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,STROKE,D000020521,3,"NCT04816201, NCT05187975, NCT05147077"
CV17,clinicaltrials,UROGENITAL DISEASES,D000091642,2,"NCT04416880, NCT03851718"
CV17,clinicaltrials,VASCULAR DISEASES,D000014652,4,"NCT02443220, NCT04816201, NCT05187975, NCT05147077"
CV19,clinicaltrials,DYSMENORRHEA,D000004412,3,"NCT02783534, NCT03121170, NCT05815654"
CV19,clinicaltrials,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,2,"NCT05998421, NCT02729545"
CV19,clinicaltrials,HOT FLASHES,D000019584,2,"NCT05922800, NCT04995107"
CV19,clinicaltrials,MENSTRUATION DISTURBANCES,D000008599,3,"NCT02783534, NCT03121170, NCT05815654"
CV19,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,3,"NCT02783534, NCT03121170, NCT05815654"
CV19,clinicaltrials,PAIN,D000010146,3,"NCT02783534, NCT03121170, NCT05815654"
CV19,clinicaltrials,PATHOLOGIC PROCESSES,D000010335,5,"NCT02783534, NCT03121170, NCT05998421, NCT02729545, NCT05815654"
CV19,clinicaltrials,PELVIC PAIN,D000017699,3,"NCT02783534, NCT03121170, NCT05815654"
CV19,clinicaltrials,UROGENITAL DISEASES,D000091642,2,"NCT05998421, NCT02729545"
CV22,clinicaltrials,ASTHMA,D000001249,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,BRONCHIAL DISEASES,D000001982,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,HYPERSENSITIVITY,D000006967,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,"HYPERSENSITIVITY, IMMEDIATE",D000006969,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,IMMUNE SYSTEM DISEASES,D000007154,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,LUNG DISEASES,D000008171,5,"NCT05930262, NCT05692258, NCT01408212, NCT02580942, NCT00917215"
CV22,clinicaltrials,"LUNG DISEASES, OBSTRUCTIVE",D000008173,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,2,"NCT05930262, NCT06493747"
CV22,clinicaltrials,RESPIRATORY HYPERSENSITIVITY,D000012130,2,"NCT02580942, NCT00917215"
CV22,clinicaltrials,RESPIRATORY TRACT DISEASES,D000012140,5,"NCT05930262, NCT05692258, NCT01408212, NCT02580942, NCT00917215"
CV23,clinicaltrials,BRAIN DISEASES,D000001927,3,"NCT06199323, NCT02472613, NCT05982977"
CV23,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,2,"NCT02472613, NCT05982977"
CV23,clinicaltrials,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,3,"NCT06199323, NCT02472613, NCT05982977"
CV23,clinicaltrials,CEREBROVASCULAR DISORDERS,D000002561,2,"NCT02472613, NCT05982977"
CV23,clinicaltrials,DEGLUTITION DISORDERS,D000003680,3,"NCT06303895, NCT05982977, NCT06255756"
CV23,clinicaltrials,DIGESTIVE SYSTEM DISEASES,D000004066,3,"NCT06303895, NCT05982977, NCT06255756"
CV23,clinicaltrials,ESOPHAGEAL DISEASES,D000004935,3,"NCT06303895, NCT05982977, NCT06255756"
CV23,clinicaltrials,GASTROINTESTINAL DISEASES,D000005767,3,"NCT06303895, NCT05982977, NCT06255756"
CV23,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,5,"NCT06199323, NCT02472613, NCT02290015, NCT05982977, NCT06493747"
CV23,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,2,"NCT02290015, NCT06493747"
CV23,clinicaltrials,OTORHINOLARYNGOLOGIC DISEASES,D000010038,4,"NCT06303895, NCT02290015, NCT05982977, NCT06255756"
CV23,clinicaltrials,PHARYNGEAL DISEASES,D000010608,3,"NCT06303895, NCT05982977, NCT06255756"
CV23,clinicaltrials,STROKE,D000020521,2,"NCT02472613, NCT05982977"
CV23,clinicaltrials,VASCULAR DISEASES,D000014652,2,"NCT02472613, NCT05982977"
CV3,clinicaltrials,ADNEXAL DISEASES,D000000291,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,BEHAVIORAL SYMPTOMS,D000001526,4,"NCT05635669, NCT05773716, NCT02819336, NCT05531071"
CV3,clinicaltrials,CYSTS,D000003560,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,DISEASE,D000004194,3,"NCT03625531, NCT02856022, NCT01573858"
CV3,clinicaltrials,ELIMINATION DISORDERS,D000019960,4,"NCT05635669, NCT05773716, NCT02819336, NCT05531071"
CV3,clinicaltrials,ENDOCRINE SYSTEM DISEASES,D000004700,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,ENURESIS,D000004775,4,"NCT05635669, NCT05773716, NCT02819336, NCT05531071"
CV3,clinicaltrials,FEMALE UROGENITAL DISEASES,D000052776,14,"NCT03625531, NCT02856022, NCT01573858, NCT05635669, NCT06438744, NCT05262816, NCT05773716, NCT06181019, NCT04931355, NCT02320006, NCT02819336, NCT05798403, NCT03260907, NCT05531071"
CV3,clinicaltrials,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,15,"NCT03625531, NCT02856022, NCT01573858, NCT05635669, NCT06438744, NCT05262816, NCT05773716, NCT06181019, NCT04931355, NCT02320006, NCT02819336, NCT05998421, NCT05798403, NCT03260907, NCT05531071"
CV3,clinicaltrials,GENITAL DISEASES,D000091662,9,"NCT02624076, NCT03625531, NCT01573858, NCT06438744, NCT04931355, NCT01481090, NCT02320006, NCT05288621, NCT04976751"
CV3,clinicaltrials,"GENITAL DISEASES, FEMALE",D000005831,5,"NCT03625531, NCT01573858, NCT06438744, NCT04931355, NCT02320006"
CV3,clinicaltrials,"GENITAL DISEASES, MALE",D000005832,2,"NCT05288621, NCT04976751"
CV3,clinicaltrials,GONADAL DISORDERS,D000006058,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,INFERTILITY,D000007246,5,"NCT02624076, NCT01573858, NCT04931355, NCT01481090, NCT02320006"
CV3,clinicaltrials,"INFERTILITY, FEMALE",D000007247,2,"NCT04931355, NCT02320006"
CV3,clinicaltrials,LOWER URINARY TRACT SYMPTOMS,D000059411,8,"NCT05635669, NCT05773716, NCT06181019, NCT02819336, NCT05288621, NCT05798403, NCT03260907, NCT05531071"
CV3,clinicaltrials,MALE UROGENITAL DISEASES,D000052801,11,"NCT02856022, NCT05635669, NCT05262816, NCT05773716, NCT06181019, NCT02819336, NCT05288621, NCT05798403, NCT04976751, NCT03260907, NCT05531071"
CV3,clinicaltrials,MENTAL DISORDERS,D000001523,4,"NCT05635669, NCT05773716, NCT02819336, NCT05531071"
CV3,clinicaltrials,NEOPLASMS,D000009369,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,3,"NCT05262816, NCT03121170, NCT04976751"
CV3,clinicaltrials,OVARIAN CYSTS,D000010048,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,OVARIAN DISEASES,D000010049,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,PAIN,D000010146,2,"NCT03121170, NCT04976751"
CV3,clinicaltrials,PATHOLOGIC PROCESSES,D000010335,6,"NCT03625531, NCT02856022, NCT01573858, NCT03121170, NCT05288621, NCT05998421"
CV3,clinicaltrials,PELVIC PAIN,D000017699,2,"NCT03121170, NCT04976751"
CV3,clinicaltrials,POLYCYSTIC OVARY SYNDROME,D000011085,2,"NCT03625531, NCT01573858"
CV3,clinicaltrials,PROSTATIC DISEASES,D000011469,2,"NCT05288621, NCT04976751"
CV3,clinicaltrials,SYNDROME,D000013577,3,"NCT03625531, NCT02856022, NCT01573858"
CV3,clinicaltrials,URINARY BLADDER DISEASES,D000001745,5,"NCT02856022, NCT05262816, NCT06181019, NCT05798403, NCT03260907"
CV3,clinicaltrials,"URINARY BLADDER, OVERACTIVE",D000053201,3,"NCT06181019, NCT05798403, NCT03260907"
CV3,clinicaltrials,URINARY INCONTINENCE,D000014549,4,"NCT05635669, NCT05773716, NCT02819336, NCT05531071"
CV3,clinicaltrials,"URINARY INCONTINENCE, STRESS",D000014550,3,"NCT05635669, NCT05773716, NCT05531071"
CV3,clinicaltrials,URINATION DISORDERS,D000014555,4,"NCT05635669, NCT05773716, NCT02819336, NCT05531071"
CV3,clinicaltrials,UROGENITAL DISEASES,D000091642,19,"NCT02624076, NCT03625531, NCT02856022, NCT01573858, NCT05635669, NCT06438744, NCT05262816, NCT05773716, NCT06181019, NCT04931355, NCT01481090, NCT02320006, NCT02819336, NCT05288621, NCT05998421, NCT05798403, NCT04976751, NCT03260907, NCT05531071"
CV3,clinicaltrials,UROLOGIC DISEASES,D000014570,9,"NCT02856022, NCT05635669, NCT05262816, NCT05773716, NCT06181019, NCT02819336, NCT05798403, NCT03260907, NCT05531071"
CV3,clinicaltrials,UROLOGICAL MANIFESTATIONS,D000020924,8,"NCT05635669, NCT05773716, NCT06181019, NCT02819336, NCT05288621, NCT05798403, NCT03260907, NCT05531071"
CV4,clinicaltrials,ADNEXAL DISEASES,D000000291,4,"NCT03625531, NCT04509817, NCT02729545, NCT02653911"
CV4,clinicaltrials,BEHAVIORAL SYMPTOMS,D000001526,11,"NCT02423694, NCT02711527, NCT05635669, NCT05818735, NCT05773716, NCT00641303, NCT02819336, NCT06107777, NCT05531071, NCT02980328, NCT02644161"
CV4,clinicaltrials,BODY WEIGHT,D000001835,6,"NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT04943705, NCT04501198"
CV4,clinicaltrials,BRAIN DISEASES,D000001927,6,"NCT04816201, NCT04305951, NCT03712085, NCT06390761, NCT02644161, NCT06202833"
CV4,clinicaltrials,BREAST DISEASES,D000001941,4,"NCT02457039, NCT03373474, NCT00641303, NCT04144309"
CV4,clinicaltrials,BREAST NEOPLASMS,D000001943,4,"NCT02457039, NCT03373474, NCT00641303, NCT04144309"
CV4,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,6,"NCT04816201, NCT03856151, NCT02210377, NCT03712085, NCT02644161, NCT06202833"
CV4,clinicaltrials,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,7,"NCT04816201, NCT05262816, NCT04305951, NCT03712085, NCT06390761, NCT02644161, NCT06202833"
CV4,clinicaltrials,CEREBROVASCULAR DISORDERS,D000002561,4,"NCT04816201, NCT03712085, NCT02644161, NCT06202833"
CV4,clinicaltrials,CHRONIC DISEASE,D000002908,2,"NCT02924831, NCT03169504"
CV4,clinicaltrials,COLONIC DISEASES,D000003108,2,"NCT06219707, NCT04387383"
CV4,clinicaltrials,"COLONIC DISEASES, FUNCTIONAL",D000003109,2,"NCT06219707, NCT04387383"
CV4,clinicaltrials,CONSTIPATION,D000003248,3,"NCT06219707, NCT06390761, NCT05805787"
CV4,clinicaltrials,CYSTITIS,D000003556,2,"NCT02856022, NCT06232200"
CV4,clinicaltrials,"CYSTITIS, INTERSTITIAL",D000018856,2,"NCT02856022, NCT06232200"
CV4,clinicaltrials,CYSTS,D000003560,4,"NCT03625531, NCT04509817, NCT02729545, NCT02653911"
CV4,clinicaltrials,DEPRESSION,D000003863,5,"NCT02423694, NCT02711527, NCT05818735, NCT00641303, NCT02644161"
CV4,clinicaltrials,DEPRESSIVE DISORDER,D000003866,3,"NCT02423694, NCT05818735, NCT02644161"
CV4,clinicaltrials,DIABETES MELLITUS,D000003920,4,"NCT05347030, NCT06359418, NCT06074913, NCT04076800"
CV4,clinicaltrials,DIGESTIVE SYSTEM DISEASES,D000004066,4,"NCT04318821, NCT06553053, NCT06219707, NCT04387383"
CV4,clinicaltrials,DISEASE,D000004194,9,"NCT03625531, NCT02924831, NCT02856022, NCT04509817, NCT02729545, NCT05283577, NCT06219707, NCT02653911, NCT04387383"
CV4,clinicaltrials,DISEASE ATTRIBUTES,D000020969,4,"NCT02924831, NCT03169504, NCT06553053, NCT05458687"
CV4,clinicaltrials,DYSMENORRHEA,D000004412,6,"NCT02783534, NCT02026206, NCT03121170, NCT04687852, NCT06316583, NCT05815654"
CV4,clinicaltrials,DYSSOMNIAS,D000020920,2,"NCT04144309, NCT05830877"
CV4,clinicaltrials,ELIMINATION DISORDERS,D000019960,5,"NCT05635669, NCT05773716, NCT02819336, NCT05531071, NCT02980328"
CV4,clinicaltrials,ENDOCRINE SYSTEM DISEASES,D000004700,8,"NCT03625531, NCT05347030, NCT04509817, NCT06359418, NCT06074913, NCT04076800, NCT02729545, NCT02653911"
CV4,clinicaltrials,ENDOMETRIOSIS,D000004715,3,"NCT06537765, NCT06438744, NCT03125304"
CV4,clinicaltrials,ENURESIS,D000004775,5,"NCT05635669, NCT05773716, NCT02819336, NCT05531071, NCT02980328"
CV4,clinicaltrials,FATIGUE,D000005221,4,"NCT05749757, NCT02924831, NCT00641303, NCT03553355"
CV4,clinicaltrials,FEMALE UROGENITAL DISEASES,D000052776,19,"NCT06537765, NCT03625531, NCT02856022, NCT05635669, NCT06438744, NCT05262816, NCT06020963, NCT05773716, NCT06181019, NCT03125304, NCT04509817, NCT04931355, NCT02819336, NCT06232200, NCT02729545, NCT03260907, NCT05531071, NCT02980328, NCT02653911"
CV4,clinicaltrials,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,19,"NCT06537765, NCT03625531, NCT02856022, NCT05635669, NCT06438744, NCT05262816, NCT06020963, NCT05773716, NCT06181019, NCT03125304, NCT04509817, NCT04931355, NCT02819336, NCT06232200, NCT02729545, NCT03260907, NCT05531071, NCT02980328, NCT02653911"
CV4,clinicaltrials,GASTROINTESTINAL DISEASES,D000005767,4,"NCT04318821, NCT06553053, NCT06219707, NCT04387383"
CV4,clinicaltrials,GENITAL DISEASES,D000091662,11,"NCT06537765, NCT03625531, NCT06438744, NCT03125304, NCT04509817, NCT04931355, NCT05288621, NCT02729545, NCT04976751, NCT02051036, NCT02653911"
CV4,clinicaltrials,"GENITAL DISEASES, FEMALE",D000005831,8,"NCT06537765, NCT03625531, NCT06438744, NCT03125304, NCT04509817, NCT04931355, NCT02729545, NCT02653911"
CV4,clinicaltrials,"GENITAL DISEASES, MALE",D000005832,3,"NCT05288621, NCT04976751, NCT02051036"
CV4,clinicaltrials,GLUCOSE INTOLERANCE,D000018149,2,"NCT05347030, NCT06359418"
CV4,clinicaltrials,GLUCOSE METABOLISM DISORDERS,D000044882,3,"NCT05347030, NCT06359418, NCT04076800"
CV4,clinicaltrials,GONADAL DISORDERS,D000006058,4,"NCT03625531, NCT04509817, NCT02729545, NCT02653911"
CV4,clinicaltrials,HOT FLASHES,D000019584,3,"NCT00641303, NCT05922800, NCT04995107"
CV4,clinicaltrials,HYPERGLYCEMIA,D000006943,2,"NCT05347030, NCT06359418"
CV4,clinicaltrials,HYPERPLASIA,D000006965,2,"NCT05288621, NCT02051036"
CV4,clinicaltrials,HYPOTENSION,D000007022,2,"NCT03856151, NCT02210377"
CV4,clinicaltrials,IMMUNE SYSTEM DISEASES,D000007154,2,"NCT02580682, NCT05367986"
CV4,clinicaltrials,INFECTIONS,D000007239,3,"NCT02580682, NCT05749757, NCT05367986"
CV4,clinicaltrials,INTESTINAL DISEASES,D000007410,4,"NCT04318821, NCT06553053, NCT06219707, NCT04387383"
CV4,clinicaltrials,IRRITABLE BOWEL SYNDROME,D000043183,2,"NCT06219707, NCT04387383"
CV4,clinicaltrials,LOWER URINARY TRACT SYMPTOMS,D000059411,10,"NCT05635669, NCT06020963, NCT05773716, NCT06181019, NCT02819336, NCT05288621, NCT03260907, NCT05531071, NCT02980328, NCT02051036"
CV4,clinicaltrials,LUNG DISEASES,D000008171,3,"NCT05749757, NCT03169504, NCT06461338"
CV4,clinicaltrials,MALE UROGENITAL DISEASES,D000052801,14,"NCT02856022, NCT05635669, NCT05262816, NCT06020963, NCT05773716, NCT06181019, NCT02819336, NCT06232200, NCT05288621, NCT04976751, NCT03260907, NCT05531071, NCT02980328, NCT02051036"
CV4,clinicaltrials,MENSTRUATION DISTURBANCES,D000008599,7,"NCT04509817, NCT02783534, NCT02026206, NCT03121170, NCT04687852, NCT06316583, NCT05815654"
CV4,clinicaltrials,MENTAL DISORDERS,D000001523,14,"NCT02423694, NCT02457039, NCT05635669, NCT05818735, NCT05773716, NCT00641303, NCT02819336, NCT04305951, NCT04144309, NCT05531071, NCT02980328, NCT02644161, NCT05830877, NCT06202833"
CV4,clinicaltrials,METABOLIC DISEASES,D000008659,4,"NCT05347030, NCT06359418, NCT04076800, NCT05559619"
CV4,clinicaltrials,MOOD DISORDERS,D000019964,3,"NCT02423694, NCT05818735, NCT02644161"
CV4,clinicaltrials,MUSCULAR DISEASES,D000009135,2,"NCT02924831, NCT06316583"
CV4,clinicaltrials,MUSCULOSKELETAL DISEASES,D000009140,3,"NCT02924831, NCT05559619, NCT06316583"
CV4,clinicaltrials,NEOPLASMS,D000009369,10,"NCT03625531, NCT02457039, NCT03373474, NCT04509817, NCT00641303, NCT06461338, NCT04398875, NCT02729545, NCT04144309, NCT02653911"
CV4,clinicaltrials,NEOPLASMS BY SITE,D000009371,5,"NCT02457039, NCT03373474, NCT00641303, NCT06461338, NCT04144309"
CV4,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,15,"NCT02924831, NCT04816201, NCT05262816, NCT06020963, NCT00641303, NCT06074913, NCT02290015, NCT04305951, NCT03712085, NCT04144309, NCT06390761, NCT02644161, NCT06054087, NCT05830877, NCT06202833"
CV4,clinicaltrials,NEUROCOGNITIVE DISORDERS,D000019965,3,"NCT02457039, NCT04305951, NCT06202833"
CV4,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,15,"NCT04553562, NCT05262816, NCT06020963, NCT05223517, NCT02783534, NCT00641303, NCT02026206, NCT03121170, NCT04687852, NCT02290015, NCT04976751, NCT06316583, NCT06054087, NCT05815654, NCT06202833"
CV4,clinicaltrials,NEUROMUSCULAR DISEASES,D000009468,3,"NCT02924831, NCT06074913, NCT06054087"
CV4,clinicaltrials,NUTRITION DISORDERS,D000009748,6,"NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT04943705, NCT04501198"
CV4,clinicaltrials,OBESITY,D000009765,5,"NCT06316310, NCT05237089, NCT06359418, NCT04943705, NCT04501198"
CV4,clinicaltrials,OTORHINOLARYNGOLOGIC DISEASES,D000010038,2,"NCT02580682, NCT02290015"
CV4,clinicaltrials,OVARIAN CYSTS,D000010048,4,"NCT03625531, NCT04509817, NCT02729545, NCT02653911"
CV4,clinicaltrials,OVARIAN DISEASES,D000010049,4,"NCT03625531, NCT04509817, NCT02729545, NCT02653911"
CV4,clinicaltrials,OVERNUTRITION,D000044343,6,"NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT04943705, NCT04501198"
CV4,clinicaltrials,OVERWEIGHT,D000050177,6,"NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT04943705, NCT04501198"
CV4,clinicaltrials,PAIN,D000010146,10,"NCT04553562, NCT05223517, NCT02783534, NCT02026206, NCT03121170, NCT04687852, NCT04976751, NCT06316583, NCT06054087, NCT05815654"
