Row_Number,Acupoint_Code,Relation,Action_Target,Indication,Pinyin_Name,Chinese_Name,SNOMED_code,Mesh_Term,Mesh_Id,NCT_Ids,PMIDs,Acupoint,Anatomy,UBERON code,SNOMED CT code,,,,,,,,,,,,
1672,ST7,treats,,Jaw Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1673,ST8,treats,,Headache,,,,,,,,,,,,,,,,,,,,,,,
1674,ST8,treats,,Vision Blurring,,,,,,,,,,,,,,,,,,,,,,,
1675,ST8,treats,,Ophthalmalgia,,,,,,,,,,,,,,,,,,,,,,,
1676,ST8,treats,,Lacrimation,,,,,,,,,,,,,,,,,,,,,,,
1677,ST9,treats,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,
1678,ST9,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1679,ST9,treats,,Goiter,,,,,,,,,,,,,,,,,,,,,,,
1680,ST9,treats,,Dizziness,,,,,,,,,,,,,,,,,,,,,,,
1681,ST9,treats,,Face Flush,,,,,,,,,,,,,,,,,,,,,,,
1682,ST10,treats,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,
1683,ST10,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1684,ST10,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1685,ST11,treats,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,
1686,ST11,treats,,Neck Stiffness,,,,,,,,,,,,,,,,,,,,,,,
1687,ST11,treats,,Neck Pain,,,,,,,,,,,,,,,,,,,,,,,
1688,ST11,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1689,ST11,treats,,Hiccup,,,,,,,,,,,,,,,,,,,,,,,
1690,ST11,treats,,Goiter,,,,,,,,,,,,,,,,,,,,,,,
1691,ST12,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1692,ST12,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1693,ST12,treats,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,
1694,ST12,treats,,Supraclavicular Fossa Pain,,,,,,,,,,,,,,,,,,,,,,,
1695,ST13,treats,,Chest Fullness,,,,,,,,,,,,,,,,,,,,,,,
1696,ST13,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1697,ST13,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1698,ST13,treats,,Hiccup,,,,,,,,,,,,,,,,,,,,,,,
1699,ST13,treats,,Hypochrondrium Pain,,,,,,,,,,,,,,,,,,,,,,,
1700,ST13,treats,,Chest Pain,,,,,,,,,,,,,,,,,,,,,,,
1701,ST14,treats,,Fullness Sensation,,,,,,,,,,,,,,,,,,,,,,,
1702,ST14,treats,,Chest Pain,,,,,,,,,,,,,,,,,,,,,,,
1703,ST14,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1704,ST15,treats,,Costal Pain,,,,,,,,,,,,,,,,,,,,,,,
1705,ST15,treats,,Chest Pain,,,,,,,,,,,,,,,,,,,,,,,
1706,ST15,treats,,Costal Fullness,,,,,,,,,,,,,,,,,,,,,,,
1707,ST15,treats,,Chest Fullness,,,,,,,,,,,,,,,,,,,,,,,
1708,ST15,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1709,ST15,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1710,ST15,treats,,Mastitis,,,,,,,,,,,,,,,,,,,,,,,
1711,ST16,treats,,Hypochrondrium Pain,,,,,,,,,,,,,,,,,,,,,,,
1712,ST16,treats,,Chest Pain,,,,,,,,,,,,,,,,,,,,,,,
1713,ST16,treats,,Hypochrondrium Fullness,,,,,,,,,,,,,,,,,,,,,,,
1714,ST16,treats,,Chest Fullness,,,,,,,,,,,,,,,,,,,,,,,
1715,ST16,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1716,ST16,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1717,ST16,treats,,Mastitis,,,,,,,,,,,,,,,,,,,,,,,
1718,ST18,treats,,Chest Pain,,,,,,,,,,,,,,,,,,,,,,,
1719,ST18,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1720,ST18,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1721,ST18,treats,,Mastitis,,,,,,,,,,,,,,,,,,,,,,,
1722,ST18,treats,,Insufficient Lactation,,,,,,,,,,,,,,,,,,,,,,,
1723,ST19,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1724,ST19,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1725,ST19,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1726,ST19,treats,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,
1727,ST20,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1728,ST20,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1729,ST20,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1730,ST20,treats,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,
1731,ST21,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1732,ST21,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1733,ST21,treats,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,
1734,ST21,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1735,ST21,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1736,ST22,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1737,ST22,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1738,ST22,treats,,Anorexia,,,,,,,,,,,,,,,,,,,,,,,
1739,ST22,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1740,ST22,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1741,ST22,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
1742,ST23,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1743,ST23,treats,,Irritability,,,,,,,,,,,,,,,,,,,,,,,
1744,ST23,treats,,Mania,,,,,,,,,,,,,,,,,,,,,,,
1745,ST23,treats,,Indigestion,,,,,,,,,,,,,,,,,,,,,,,
1746,ST24,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1747,ST24,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1748,ST24,treats,,Mania,,,,,,,,,,,,,,,,,,,,,,,
1749,ST25,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1750,ST25,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1751,ST25,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1752,ST25,treats,,Umbilical Pain,,,,,,,,,,,,,,,,,,,,,,,
1753,ST25,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1754,ST25,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1755,ST25,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1756,ST25,treats,,Irregular Menstruation,,,,,,,,,,,,,,,,,,,,,,,
1757,ST25,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
1758,ST26,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1759,ST26,treats,,Hernia,,,,,,,,,,,,,,,,,,,,,,,
1760,ST26,treats,,Dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,
1761,ST27,treats,,Lower Abdominal Distensiodysuria,,,,,,,,,,,,,,,,,,,,,,,
1762,ST27,treats,,Hernia,,,,,,,,,,,,,,,,,,,,,,,
1763,ST27,treats,,Seminal Emission,,,,,,,,,,,,,,,,,,,,,,,
1764,ST27,treats,,Premature Ejaculation,,,,,,,,,,,,,,,,,,,,,,,
1765,ST28,treats,,Lower Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1766,ST28,treats,,Urine Retention,,,,,,,,,,,,,,,,,,,,,,,
1767,ST28,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
1768,ST28,treats,,Hernia,,,,,,,,,,,,,,,,,,,,,,,
1769,ST28,treats,,Dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,
1770,ST28,treats,,Sterility,,,,,,,,,,,,,,,,,,,,,,,
1771,ST29,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1772,ST29,treats,,Hernia,,,,,,,,,,,,,,,,,,,,,,,
1773,ST29,treats,,Dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,
1774,ST29,treats,,Irregular Menstruation,,,,,,,,,,,,,,,,,,,,,,,
1775,ST29,treats,,Amenorrhea,,,,,,,,,,,,,,,,,,,,,,,
1776,ST29,treats,,Leukorrhea,,,,,,,,,,,,,,,,,,,,,,,
1777,ST29,treats,,Uterus Prolapse,,,,,,,,,,,,,,,,,,,,,,,
1778,ST30,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1779,ST30,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1780,ST30,treats,,Hernia,,,,,,,,,,,,,,,,,,,,,,,
1781,ST30,treats,,External Genitalia Pain,,,,,,,,,,,,,,,,,,,,,,,
1782,ST30,treats,,External Genitalia Swelling,,,,,,,,,,,,,,,,,,,,,,,
1783,ST30,treats,,Impotence,,,,,,,,,,,,,,,,,,,,,,,
1784,ST30,treats,,Dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,
1785,ST30,treats,,Irregular Menstruation,,,,,,,,,,,,,,,,,,,,,,,
1786,ST31,treats,,Thigh Pain,,,,,,,,,,,,,,,,,,,,,,,
1787,ST31,treats,,Muscular Atrophy,,,,,,,,,,,,,,,,,,,,,,,
1788,ST31,treats,,Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1789,ST31,treats,,Low Extremity Pain,,,,,,,,,,,,,,,,,,,,,,,
1790,ST31,treats,,Low Extremity Numbness,,,,,,,,,,,,,,,,,,,,,,,
1791,ST32,treats,,Iliac Region Pain,,,,,,,,,,,,,,,,,,,,,,,
1792,ST32,treats,,Lumbar Pain,,,,,,,,,,,,,,,,,,,,,,,
1793,ST32,treats,,Knee Coldness,,,,,,,,,,,,,,,,,,,,,,,
1794,ST32,treats,,Low Extremity Pain,,,,,,,,,,,,,,,,,,,,,,,
1795,ST32,treats,,Low Extremity Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1796,ST32,treats,,Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1797,ST32,treats,,Beriberi,,,,,,,,,,,,,,,,,,,,,,,
1798,ST33,treats,,Leg Numbness,,,,,,,,,,,,,,,,,,,,,,,
1799,ST33,treats,,Leg Soreness,,,,,,,,,,,,,,,,,,,,,,,
1800,ST33,treats,,Knee Numbness,,,,,,,,,,,,,,,,,,,,,,,
1801,ST33,treats,,Knee Soreness,,,,,,,,,,,,,,,,,,,,,,,
1802,ST33,treats,,Knee Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1803,ST33,treats,,Leg Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1804,ST33,treats,,Low Extremity Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1805,ST34,treats,,Knee Numbness,,,,,,,,,,,,,,,,,,,,,,,
1806,ST34,treats,,Knee Pain,,,,,,,,,,,,,,,,,,,,,,,
1807,ST34,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1808,ST34,treats,,Mastitis,,,,,,,,,,,,,,,,,,,,,,,
1809,ST34,treats,,Low Extremity Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1810,ST35,treats,,Pain,,,,,,,,,,,,,,,,,,,,,,,
1811,ST35,treats,,Knee Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1812,ST35,treats,,Knee Numbness,,,,,,,,,,,,,,,,,,,,,,,
1813,ST35,treats,,Beriberi,,,,,,,,,,,,,,,,,,,,,,,
1814,ST36,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1815,ST36,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1816,ST36,treats,,Hiccup,,,,,,,,,,,,,,,,,,,,,,,
1817,ST36,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1818,ST36,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1819,ST36,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1820,ST36,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1821,ST36,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1822,ST36,treats,,Mastitis,,,,,,,,,,,,,,,,,,,,,,,
1823,ST36,treats,,Enteritiris,,,,,,,,,,,,,,,,,,,,,,,
1824,ST36,treats,,Leg Pain,,,,,,,,,,,,,,,,,,,,,,,
1825,ST36,treats,,Knee Joint Pain,,,,,,,,,,,,,,,,,,,,,,,
1826,ST36,treats,,Beriberi,,,,,,,,,,,,,,,,,,,,,,,
1827,ST36,treats,,Dizziness,,,,,,,,,,,,,,,,,,,,,,,
1828,ST36,treats,,Insomnia,,,,,,,,,,,,,,,,,,,,,,,
1829,ST36,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
1830,ST36,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1831,ST36,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1832,ST36,treats,,Emaciation Due To General Deficiency,,,,,,,,,,,,,,,,,,,,,,,
1833,ST36,treats,,Indigestion,,,,,,,,,,,,,,,,,,,,,,,
1834,ST36,treats,,Apoplexy,,,,,,,,,,,,,,,,,,,,,,,
1835,ST36,treats,,Hemiplegia,,,,,,,,,,,,,,,,,,,,,,,
1836,ST36,treats,,Mania,,,,,,,,,,,,,,,,,,,,,,,
1837,ST37,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1838,ST37,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1839,ST37,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1840,ST37,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1841,ST37,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1842,ST37,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1843,ST37,treats,,Enteritiris,,,,,,,,,,,,,,,,,,,,,,,
1844,ST37,treats,,Paralysis Due To Stroke,,,,,,,,,,,,,,,,,,,,,,,
1845,ST37,treats,,Beriberi,,,,,,,,,,,,,,,,,,,,,,,
1846,ST38,treats,,Knee Numbness,,,,,,,,,,,,,,,,,,,,,,,
1847,ST38,treats,,Leg Numbness,,,,,,,,,,,,,,,,,,,,,,,
1848,ST38,treats,,Leg Pain,,,,,,,,,,,,,,,,,,,,,,,
1849,ST38,treats,,Knee Pain,,,,,,,,,,,,,,,,,,,,,,,
1850,ST38,treats,,Leg Soreness,,,,,,,,,,,,,,,,,,,,,,,
1851,ST38,treats,,Knee Soreness,,,,,,,,,,,,,,,,,,,,,,,
1852,ST38,treats,,Shoulder Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1853,ST38,treats,,Shoulder Weakness,,,,,,,,,,,,,,,,,,,,,,,
1854,ST38,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1855,ST39,treats,,Lower Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1856,ST39,treats,,Backache Refer To Testis,,,,,,,,,,,,,,,,,,,,,,,
1857,ST39,treats,,Mastitis,,,,,,,,,,,,,,,,,,,,,,,
1858,ST39,treats,,Low Extremity Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1859,ST39,treats,,Low Extremity Numbness,,,,,,,,,,,,,,,,,,,,,,,
1860,ST40,treats,,Headache,,,,,,,,,,,,,,,,,,,,,,,
1861,ST40,treats,,Vertigo,,,,,,,,,,,,,,,,,,,,,,,
1862,ST40,treats,,Dizziness,,,,,,,,,,,,,,,,,,,,,,,
1863,ST40,treats,,Cough,,,,,,,,,,,,,,,,,,,,,,,
1864,ST40,treats,,Asthma,,,,,,,,,,,,,,,,,,,,,,,
1865,ST40,treats,,Excessive Sputum,,,,,,,,,,,,,,,,,,,,,,,
1866,ST40,treats,,Chest Pain,,,,,,,,,,,,,,,,,,,,,,,
1867,ST40,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1868,ST40,treats,,Mania,,,,,,,,,,,,,,,,,,,,,,,
1869,ST40,treats,,Epilepsy,,,,,,,,,,,,,,,,,,,,,,,
1870,ST40,treats,,Muscular Atrophy,,,,,,,,,,,,,,,,,,,,,,,
1871,ST40,treats,,Low Extremity Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1872,ST40,treats,,Low Extremity Pain,,,,,,,,,,,,,,,,,,,,,,,
1873,ST40,treats,,Low Extremity Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1874,ST40,treats,,Low Extremity Swelling,,,,,,,,,,,,,,,,,,,,,,,
1875,ST41,treats,,Ankle Joint Pain,,,,,,,,,,,,,,,,,,,,,,,
1876,ST41,treats,,Muscular Atrophy,,,,,,,,,,,,,,,,,,,,,,,
1877,ST41,treats,,Low Extremity Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1878,ST41,treats,,Low Extremity Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1879,ST41,treats,,Low Extremity Pain,,,,,,,,,,,,,,,,,,,,,,,
1880,ST41,treats,,Epilepsy,,,,,,,,,,,,,,,,,,,,,,,
1881,ST41,treats,,Headache,,,,,,,,,,,,,,,,,,,,,,,
1882,ST41,treats,,Vertigo,,,,,,,,,,,,,,,,,,,,,,,
1883,ST41,treats,,Dizziness,,,,,,,,,,,,,,,,,,,,,,,
1884,ST41,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1885,ST41,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1886,ST42,treats,,Upper Teeth Pain,,,,,,,,,,,,,,,,,,,,,,,
1887,ST42,treats,,Dorsum Of Foot Redness,,,,,,,,,,,,,,,,,,,,,,,
1888,ST42,treats,,Dorsum Of Foot Swelling,,,,,,,,,,,,,,,,,,,,,,,
1889,ST42,treats,,Face Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1890,ST42,treats,,Foot Motor Impairment,,,,,,,,,,,,,,,,,,,,,,,
1891,ST42,treats,,Foot Muscular Atrophy,,,,,,,,,,,,,,,,,,,,,,,
1892,ST43,treats,,General Edema,,,,,,,,,,,,,,,,,,,,,,,
1893,ST43,treats,,Face Edema,,,,,,,,,,,,,,,,,,,,,,,
1894,ST43,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1895,ST43,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1896,ST43,treats,,Dorsum Of Foot Swelling,,,,,,,,,,,,,,,,,,,,,,,
1897,ST43,treats,,Dorsum Of Foot Pain,,,,,,,,,,,,,,,,,,,,,,,
1898,ST44,treats,,Toothache,,,,,,,,,,,,,,,,,,,,,,,
1899,ST44,treats,,Face Pain,,,,,,,,,,,,,,,,,,,,,,,
1900,ST44,treats,,Mouth Deviation,,,,,,,,,,,,,,,,,,,,,,,
1901,ST44,treats,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,
1902,ST44,treats,,Epistaxis,,,,,,,,,,,,,,,,,,,,,,,
1903,ST44,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1904,ST44,treats,,Acid Regurgitation,,,,,,,,,,,,,,,,,,,,,,,
1905,ST44,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1906,ST44,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1907,ST44,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1908,ST44,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1909,ST44,treats,,Dorsum Of Foot Swelling,,,,,,,,,,,,,,,,,,,,,,,
1910,ST44,treats,,Dorsum Of Foot Pain,,,,,,,,,,,,,,,,,,,,,,,
1911,ST44,treats,,Febrile Disease,,,,,,,,,,,,,,,,,,,,,,,
1912,ST45,treats,,Face Swelling,,,,,,,,,,,,,,,,,,,,,,,
1913,ST45,treats,,Mouth Deviation,,,,,,,,,,,,,,,,,,,,,,,
1914,ST45,treats,,Epistaxis,,,,,,,,,,,,,,,,,,,,,,,
1915,ST45,treats,,Toothache,,,,,,,,,,,,,,,,,,,,,,,
1916,ST45,treats,,Hoarse Voice,,,,,,,,,,,,,,,,,,,,,,,
1917,ST45,treats,,Sore Throat,,,,,,,,,,,,,,,,,,,,,,,
1918,ST45,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1919,ST45,treats,,Foot Coldness,,,,,,,,,,,,,,,,,,,,,,,
1920,ST45,treats,,Leg Coldness,,,,,,,,,,,,,,,,,,,,,,,
1921,ST45,treats,,Febrile Disease,,,,,,,,,,,,,,,,,,,,,,,
1922,ST45,treats,,Dream-Disturbed Sleep,,,,,,,,,,,,,,,,,,,,,,,
1923,ST45,treats,,Mania,,,,,,,,,,,,,,,,,,,,,,,
1924,SP1,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1925,SP1,treats,,Bloody Stool,,,,,,,,,,,,,,,,,,,,,,,
1926,SP1,treats,,Menorrhagia,,,,,,,,,,,,,,,,,,,,,,,
1927,SP1,treats,,Uterine Bleeding,,,,,,,,,,,,,,,,,,,,,,,
1928,SP1,treats,,Mental Disorder,,,,,,,,,,,,,,,,,,,,,,,
1929,SP1,treats,,Dream-Disturbed Sleep,,,,,,,,,,,,,,,,,,,,,,,
1930,SP1,treats,,Convulsion,,,,,,,,,,,,,,,,,,,,,,,
1931,SP2,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1932,SP2,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1933,SP2,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1934,SP2,treats,,Febrile Diseases With Anhidrosis,,,,,,,,,,,,,,,,,,,,,,,
1935,SP3,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1936,SP3,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1937,SP3,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1938,SP3,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1939,SP3,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1940,SP3,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1941,SP3,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1942,SP3,treats,,Sluggishness,,,,,,,,,,,,,,,,,,,,,,,
1943,SP3,treats,,Beriberi,,,,,,,,,,,,,,,,,,,,,,,
1944,SP4,treats,,Gastric Pain,,,,,,,,,,,,,,,,,,,,,,,
1945,SP4,treats,,Vomiting,,,,,,,,,,,,,,,,,,,,,,,
1946,SP4,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1947,SP4,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1948,SP4,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1949,SP4,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1950,SP4,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1951,SP5,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1952,SP5,treats,,Constipation,,,,,,,,,,,,,,,,,,,,,,,
1953,SP5,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1954,SP5,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1955,SP5,treats,,Tongue Stiffness,,,,,,,,,,,,,,,,,,,,,,,
1956,SP5,treats,,Tongue Pain,,,,,,,,,,,,,,,,,,,,,,,
1957,SP5,treats,,Ankle Pain,,,,,,,,,,,,,,,,,,,,,,,
1958,SP5,treats,,Foot Pain,,,,,,,,,,,,,,,,,,,,,,,
1959,SP5,treats,,Hemorrhoids,,,,,,,,,,,,,,,,,,,,,,,
1960,SP6,treats,,Premenstrual Syndrome,,,,,,,,,,,,,,,,,,,,,,,
1961,SP6,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1962,SP6,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1963,SP6,treats,,Impotence,,,,,,,,,,,,,,,,,,,,,,,
1964,SP6,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1965,SP6,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1966,SP6,treats,,Female Problem,,,,,,,,,,,,,,,,,,,,,,,
1967,SP6,treats,,Sterility,,,,,,,,,,,,,,,,,,,,,,,
1968,SP6,treats,,Delayed Labor,,,,,,,,,,,,,,,,,,,,,,,
1969,SP6,treats,,Nocturnal Emission,,,,,,,,,,,,,,,,,,,,,,,
1970,SP6,treats,,Enuresis,,,,,,,,,,,,,,,,,,,,,,,
1971,SP6,treats,,Dysuria,,,,,,,,,,,,,,,,,,,,,,,
1972,SP6,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
1973,SP6,treats,,Hernia,,,,,,,,,,,,,,,,,,,,,,,
1974,SP6,treats,,Genital Pain,,,,,,,,,,,,,,,,,,,,,,,
1975,SP6,treats,,Dizziness,,,,,,,,,,,,,,,,,,,,,,,
1976,SP6,treats,,Vertigo,,,,,,,,,,,,,,,,,,,,,,,
1977,SP6,treats,,Insomnia,,,,,,,,,,,,,,,,,,,,,,,
1978,SP6,treats,,Muscular Atrophy,,,,,,,,,,,,,,,,,,,,,,,
1979,SP7,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1980,SP7,treats,,Borborygmus,,,,,,,,,,,,,,,,,,,,,,,
1981,SP7,treats,,Knee Coldness,,,,,,,,,,,,,,,,,,,,,,,
1982,SP7,treats,,Leg Coldness,,,,,,,,,,,,,,,,,,,,,,,
1983,SP7,treats,,Leg Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1984,SP7,treats,,Knee Paralysis,,,,,,,,,,,,,,,,,,,,,,,
1985,SP7,treats,,Leg Numbness,,,,,,,,,,,,,,,,,,,,,,,
1986,SP7,treats,,Knee Numbness,,,,,,,,,,,,,,,,,,,,,,,
1987,SP8,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1988,SP8,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1989,SP8,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1990,SP8,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
1991,SP8,treats,,Dysuria,,,,,,,,,,,,,,,,,,,,,,,
1992,SP8,treats,,Nocturnal Emission,,,,,,,,,,,,,,,,,,,,,,,
1993,SP8,treats,,Irregular Menstruation,,,,,,,,,,,,,,,,,,,,,,,
1994,SP8,treats,,Dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,
1995,SP9,treats,,Abdominal Distension,,,,,,,,,,,,,,,,,,,,,,,
1996,SP9,treats,,Abdominal Pain,,,,,,,,,,,,,,,,,,,,,,,
1997,SP9,treats,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,
1998,SP9,treats,,Dysentery,,,,,,,,,,,,,,,,,,,,,,,
1999,SP9,treats,,Edema,,,,,,,,,,,,,,,,,,,,,,,
2000,SP9,treats,,Jaundice,,,,,,,,,,,,,,,,,,,,,,,
2001,SP9,treats,,Dysuria,,,,,,,,,,,,,,,,,,,,,,,
2002,SP9,treats,,Enuresis,,,,,,,,,,,,,,,,,,,,,,,
